,price,year,mileage,clusters,cluster
829,19000,2016,32294.0,1,purple
830,43400,2015,7250.0,1,purple
831,46000,2015,10145.0,1,purple
832,12500,2018,59924.0,2,dark purple
833,13900,2017,21304.0,1,purple
834,13000,2018,52079.0,1,purple
835,13000,2018,54960.0,2,dark purple
836,3000,2013,80099.0,2,dark purple
837,17500,2019,23987.0,1,purple
838,7900,2017,84144.0,2,dark purple
839,8900,2014,85639.0,2,dark purple
840,11500,2018,50193.0,1,purple
841,6500,2017,74392.0,2,dark purple
842,8000,2017,76117.0,2,dark purple
843,18700,2018,36358.0,1,purple
844,8350,2017,90685.0,2,dark purple
845,27900,2017,54141.0,1,purple
846,14500,2016,82240.0,2,dark purple
847,6200,2016,66167.0,2,dark purple
848,7500,2012,144220.0,0,pink
849,20200,2019,24722.0,1,purple
850,29300,2019,41198.0,1,purple
851,31000,2019,26353.0,1,purple
852,32400,2019,28280.0,1,purple
853,5800,2012,130120.0,0,pink
854,21500,2019,15340.0,1,purple
855,23100,2018,12265.0,1,purple
856,4500,2014,94872.0,2,dark purple
857,24800,2018,17946.0,1,purple
858,23000,2018,26996.0,1,purple
859,26900,2019,5775.0,1,purple
860,21500,2018,6748.0,1,purple
861,15700,2018,38128.0,1,purple
862,15200,2018,41636.0,1,purple
863,23300,2018,5359.0,1,purple
864,6100,2015,70296.0,2,dark purple
865,20000,2017,11346.0,1,purple
866,53000,2017,7415.0,1,purple
867,3000,2013,107593.0,2,dark purple
868,18200,2016,50639.0,1,purple
869,21800,2019,6530.0,1,purple
870,52000,2016,17432.0,1,purple
871,19000,2019,19636.0,1,purple
872,25000,2016,41748.0,1,purple
873,36000,2016,13162.0,1,purple
874,17000,2019,32937.0,1,purple
875,25300,2015,23095.0,1,purple
876,14900,2017,34432.0,1,purple
877,15000,2017,48162.0,1,purple
878,12995,2014,68310.0,2,dark purple
879,17750,2014,48000.0,1,purple
880,10295,2014,105962.0,2,dark purple
881,16995,2014,96575.0,2,dark purple
882,25000,2014,13239.0,1,purple
883,23995,2014,24934.0,1,purple
884,14900,2014,46859.0,1,purple
885,15810,2014,44468.0,1,purple
886,20227,2014,62230.0,2,dark purple
887,20999,2014,37082.0,1,purple
888,22499,2014,23964.0,1,purple
889,23495,2014,11204.0,1,purple
890,25250,2014,7608.0,1,purple
891,15322,2014,49982.0,1,purple
892,21232,2019,4950.0,1,purple
893,5800,2013,111628.0,0,pink
894,29000,2012,15927.0,1,purple
895,17000,2018,36299.0,1,purple
896,13800,2018,28469.0,1,purple
897,30000,2019,29086.0,1,purple
898,14800,2017,35991.0,1,purple
899,8500,2017,62224.0,2,dark purple
900,9800,2013,86500.0,2,dark purple
901,4200,2014,144725.0,0,pink
902,2500,2013,163260.0,0,pink
903,28700,2018,19636.0,1,purple
904,18500,2018,34272.0,1,purple
905,17300,2018,42909.0,1,purple
906,7100,2016,55749.0,2,dark purple
907,3250,2015,89142.0,2,dark purple
908,30700,2017,20328.0,1,purple
909,3000,2012,149332.0,0,pink
910,26500,2019,28551.0,1,purple
911,20800,2019,35098.0,1,purple
912,20800,2019,35365.0,1,purple
913,5100,2015,88398.0,2,dark purple
914,18900,2019,27957.0,1,purple
915,24000,2019,30161.0,1,purple
916,38800,2015,26292.0,1,purple
917,24500,2019,25780.0,1,purple
918,24500,2019,25032.0,1,purple
919,6500,2016,72248.0,2,dark purple
920,24000,2019,30630.0,1,purple
921,18000,2014,86125.0,2,dark purple
922,24000,2019,30408.0,1,purple
923,23500,2019,35443.0,1,purple
924,4500,2014,95377.0,2,dark purple
925,25900,2019,32724.0,1,purple
926,13900,2019,45089.0,1,purple
927,14200,2019,35948.0,1,purple
928,15400,2019,41601.0,1,purple
929,17500,2019,26370.0,1,purple
930,17500,2019,18271.0,1,purple
931,18000,2019,9476.0,1,purple
932,25200,2012,80899.0,2,dark purple
933,14100,2018,57394.0,2,dark purple
934,13300,2018,42190.0,1,purple
935,16200,2019,22591.0,1,purple
936,13300,2018,48681.0,1,purple
937,13100,2018,42621.0,1,purple
938,15500,2017,27761.0,1,purple
939,4500,2013,107768.0,2,dark purple
940,28400,2019,14355.0,1,purple
941,17400,2019,9467.0,1,purple
942,6000,2014,122837.0,0,pink
943,20700,2019,18313.0,1,purple
944,20300,2019,19506.0,1,purple
945,14000,2018,14750.0,1,purple
946,22000,2019,11280.0,1,purple
947,17200,2019,13944.0,1,purple
948,15000,2016,26922.0,1,purple
949,17500,2019,12690.0,1,purple
951,1750,2014,74975.0,2,dark purple
952,16300,2019,28289.0,1,purple
953,15700,2019,38041.0,1,purple
954,10000,2017,52386.0,2,dark purple
955,23100,2019,34391.0,1,purple
956,14900,2019,39515.0,1,purple
957,16700,2019,22074.0,1,purple
958,16300,2019,28782.0,1,purple
959,25800,2019,30092.0,1,purple
960,23800,2019,26443.0,1,purple
961,16800,2019,28981.0,1,purple
962,15500,2019,32865.0,1,purple
963,6000,2014,117258.0,0,pink
964,26900,2019,16397.0,1,purple
965,16900,2019,16176.0,1,purple
966,19500,2019,1091.0,1,purple
967,15400,2019,17472.0,1,purple
968,2300,2012,123882.0,0,pink
969,17000,2019,10341.0,1,purple
970,34000,2019,19695.0,1,purple
971,13700,2017,51041.0,1,purple
972,19100,2018,22646.0,1,purple
973,11800,2018,18138.0,1,purple
974,27500,2019,23987.0,1,purple
975,26900,2019,17160.0,1,purple
976,27100,2019,26929.0,1,purple
977,27200,2019,25815.0,1,purple
978,9000,2017,81992.0,2,dark purple
979,22500,2019,5000.0,1,purple
980,7700,2015,62683.0,2,dark purple
981,4500,2013,107224.0,2,dark purple
982,2200,2013,184905.0,0,pink
983,21500,2019,35153.0,1,purple
984,18800,2019,26474.0,1,purple
985,21800,2019,30943.0,1,purple
986,20300,2019,17154.0,1,purple
987,8200,2016,79637.0,2,dark purple
988,19000,2019,12123.0,1,purple
989,8400,2016,107822.0,2,dark purple
990,19500,2019,10221.0,1,purple
991,7000,2015,95278.0,2,dark purple
992,19500,2019,13457.0,1,purple
993,8500,2014,69936.0,2,dark purple
994,20500,2019,13520.0,1,purple
995,4900,2014,96922.0,2,dark purple
996,20800,2014,72594.0,2,dark purple
997,28500,2019,17896.0,1,purple
998,21900,2019,11088.0,1,purple
999,15800,2019,29567.0,1,purple
1000,33000,2019,15655.0,1,purple
1001,22700,2019,26428.0,1,purple
1002,21900,2019,29003.0,1,purple
1003,19300,2019,32229.0,1,purple
1004,30700,2019,26503.0,1,purple
1005,19300,2019,15446.0,1,purple
1006,13750,2014,128556.0,0,pink
1007,16400,2019,23369.0,1,purple
1008,19500,2019,8767.0,1,purple
1009,15100,2019,48319.0,1,purple
1010,28500,2019,15275.0,1,purple
1011,15300,2019,33826.0,1,purple
1012,20300,2019,16679.0,1,purple
1013,22000,2019,26184.0,1,purple
1014,16700,2019,21203.0,1,purple
1015,19300,2019,17870.0,1,purple
1016,34100,2019,17909.0,1,purple
1017,14600,2019,41126.0,1,purple
1018,18200,2019,14098.0,1,purple
1019,33800,2019,15003.0,1,purple
1020,15900,2019,29105.0,1,purple
1021,16500,2019,34794.0,1,purple
1022,29600,2019,20034.0,1,purple
1023,14100,2019,46942.0,1,purple
1024,18200,2019,14753.0,1,purple
1025,18200,2019,14359.0,1,purple
1026,24300,2019,34922.0,1,purple
1027,15400,2019,20944.0,1,purple
1028,19000,2019,9877.0,1,purple
1029,19000,2019,8949.0,1,purple
1030,27800,2017,13627.0,1,purple
1031,18200,2019,18291.0,1,purple
1032,15000,2018,38029.0,1,purple
1033,19200,2017,32593.0,1,purple
1034,15500,2018,37352.0,1,purple
1035,24900,2017,23030.0,1,purple
1036,15500,2018,30671.0,1,purple
1037,7600,2012,79544.0,2,dark purple
1038,18400,2017,15027.0,1,purple
1039,14700,2018,29115.0,1,purple
1040,3900,2015,93604.0,2,dark purple
1041,5200,2015,100203.0,2,dark purple
1042,17200,2019,35401.0,1,purple
1043,18700,2019,20279.0,1,purple
1044,32000,2019,26090.0,1,purple
1045,14500,2015,107924.0,2,dark purple
1046,19400,2019,14906.0,1,purple
1047,17300,2019,34407.0,1,purple
1048,16700,2019,18049.0,1,purple
1049,19100,2019,18132.0,1,purple
1050,11100,2013,109176.0,2,dark purple
1051,32000,2019,25456.0,1,purple
1052,16900,2019,38375.0,1,purple
1053,18000,2017,39792.0,1,purple
1054,17800,2019,30403.0,1,purple
1055,18000,2019,28252.0,1,purple
1056,17500,2019,31904.0,1,purple
1057,14500,2018,24336.0,1,purple
1058,18500,2019,23961.0,1,purple
1059,18600,2019,22919.0,1,purple
1060,32000,2019,22863.0,1,purple
1061,17000,2019,38817.0,1,purple
1062,16000,2019,48854.0,1,purple
1063,18000,2019,27288.0,1,purple
1064,15900,2020,5284.0,1,purple
1065,6200,2016,99988.0,2,dark purple
1066,3700,2013,84109.0,2,dark purple
1067,24000,2012,88539.0,2,dark purple
1068,20800,2013,33739.0,1,purple
1069,18500,2012,101017.0,2,dark purple
1070,18300,2019,13906.0,1,purple
1071,21000,2019,20601.0,1,purple
1072,1300,2013,135561.0,0,pink
1073,11900,2019,23421.0,1,purple
1074,950,2012,145174.0,0,pink
1075,26800,2019,21309.0,1,purple
1076,800,2012,217576.0,0,pink
1077,21000,2019,10350.0,1,purple
1078,1900,2012,157636.0,0,pink
1079,33500,2019,8605.0,1,purple
1080,900,2013,139404.0,0,pink
1081,21000,2019,10170.0,1,purple
1082,26800,2019,22272.0,1,purple
1083,5700,2016,101906.0,2,dark purple
1084,18500,2019,27019.0,1,purple
1085,33000,2019,10930.0,1,purple
1086,11000,2019,73552.0,2,dark purple
1087,15800,2019,37107.0,1,purple
1088,3600,2013,124247.0,0,pink
1089,16300,2019,36993.0,1,purple
1090,2700,2015,67133.0,2,dark purple
1091,12800,2019,33580.0,1,purple
1092,9700,2015,94140.0,2,dark purple
1093,18300,2019,10447.0,1,purple
1094,16000,2019,10229.0,1,purple
1095,21000,2019,6269.0,1,purple
1096,3700,2014,98699.0,2,dark purple
1097,33000,2019,10631.0,1,purple
1098,14700,2019,44381.0,1,purple
1099,33000,2019,13960.0,1,purple
1100,15900,2019,14051.0,1,purple
1101,33000,2019,20800.0,1,purple
1102,33000,2019,8873.0,1,purple
1103,32500,2019,15502.0,1,purple
1104,33000,2019,9669.0,1,purple
1105,13000,2018,50873.0,1,purple
1106,33000,2019,14117.0,1,purple
1107,16500,2019,46820.0,1,purple
1108,33000,2019,7247.0,1,purple
1109,34500,2017,40991.0,1,purple
1110,33500,2019,9023.0,1,purple
1111,48000,2018,8047.0,1,purple
1112,54500,2019,3966.0,1,purple
1113,13200,2018,41014.0,1,purple
1114,31500,2018,20907.0,1,purple
1115,17400,2017,89795.0,2,dark purple
1116,26000,2017,57158.0,2,dark purple
1117,1700,2013,126718.0,0,pink
1118,11000,2013,83976.0,2,dark purple
1119,21000,2018,12554.0,1,purple
1120,5500,2015,60707.0,2,dark purple
1121,7500,2014,40110.0,1,purple
1122,15800,2019,28038.0,1,purple
1123,16900,2019,26643.0,1,purple
1124,25000,2019,36127.0,1,purple
1125,18000,2019,19983.0,1,purple
1126,15600,2019,29926.0,1,purple
1127,23800,2019,36750.0,1,purple
1128,16800,2019,27312.0,1,purple
1129,22700,2019,49575.0,1,purple
1130,23300,2019,30279.0,1,purple
1131,23500,2019,25825.0,1,purple
1132,25500,2019,32474.0,1,purple
1133,21800,2019,30585.0,1,purple
1134,22800,2019,36203.0,1,purple
1135,18200,2019,29602.0,1,purple
1136,23500,2019,28689.0,1,purple
1137,25700,2019,31447.0,1,purple
1138,15700,2019,39148.0,1,purple
1139,17500,2018,33495.0,1,purple
1140,15700,2019,35274.0,1,purple
1141,16500,2018,48745.0,1,purple
1142,16100,2019,31297.0,1,purple
1143,15600,2019,38745.0,1,purple
1144,15400,2019,37704.0,1,purple
1145,28200,2017,27060.0,1,purple
1146,15300,2019,40002.0,1,purple
1147,15900,2019,34930.0,1,purple
1148,17700,2016,22863.0,1,purple
1149,15800,2019,36876.0,1,purple
1150,15900,2019,34264.0,1,purple
1151,25300,2019,17515.0,1,purple
1152,16300,2019,27071.0,1,purple
1153,29500,2019,14656.0,1,purple
1154,14500,2019,35652.0,1,purple
1155,15400,2019,30055.0,1,purple
1156,15400,2019,43088.0,1,purple
1157,15100,2019,33641.0,1,purple
1158,15000,2019,34797.0,1,purple
1159,15500,2019,43943.0,1,purple
1160,15000,2019,35744.0,1,purple
1161,15200,2019,31542.0,1,purple
1162,15700,2019,26899.0,1,purple
1163,16100,2019,29985.0,1,purple
1164,16300,2018,37009.0,1,purple
1165,16000,2019,30731.0,1,purple
1166,16900,2019,30062.0,1,purple
1167,17000,2019,28295.0,1,purple
1168,17300,2019,25534.0,1,purple
1169,15900,2019,29716.0,1,purple
1170,15700,2019,34294.0,1,purple
1171,16900,2019,27643.0,1,purple
1172,15500,2019,35516.0,1,purple
1173,15100,2019,40674.0,1,purple
1174,15500,2019,32494.0,1,purple
1175,15400,2019,35047.0,1,purple
1176,16500,2019,32898.0,1,purple
1177,42500,2015,13740.0,1,purple
1178,16600,2019,23132.0,1,purple
1179,15200,2019,37174.0,1,purple
1180,15800,2019,34023.0,1,purple
1181,16900,2019,30021.0,1,purple
1182,11100,2017,51469.0,1,purple
1183,15600,2019,31237.0,1,purple
1184,16900,2019,30186.0,1,purple
1185,15300,2019,41956.0,1,purple
1186,16600,2019,30727.0,1,purple
1187,21800,2017,38956.0,1,purple
1188,36500,2018,22036.0,1,purple
1189,26300,2019,26462.0,1,purple
1190,20900,2019,23143.0,1,purple
1191,20100,2019,17340.0,1,purple
1192,26700,2019,29749.0,1,purple
1193,23900,2019,35248.0,1,purple
1194,14500,2018,40417.0,1,purple
1195,23000,2017,30309.0,1,purple
1196,15000,2018,42303.0,1,purple
1197,15000,2018,35326.0,1,purple
1198,28500,2017,92100.0,2,dark purple
1199,28000,2017,99375.0,2,dark purple
1200,9000,2017,72418.0,2,dark purple
1201,28700,2015,29733.0,1,purple
1202,25000,2017,119439.0,0,pink
1203,17347,2015,54396.0,2,dark purple
1204,13800,2016,91606.0,2,dark purple
1205,25888,2015,2807.0,1,purple
1206,8500,2017,78739.0,2,dark purple
1207,21289,2015,71955.0,2,dark purple
1208,17999,2015,48472.0,1,purple
1209,2700,2012,98470.0,2,dark purple
1210,30977,2015,28937.0,1,purple
1211,13799,2015,83693.0,2,dark purple
1212,20500,2014,90888.0,2,dark purple
1213,8500,2012,216942.0,0,pink
1214,9900,2015,205796.0,0,pink
1216,24500,2018,39943.0,1,purple
1217,32500,2020,5920.0,1,purple
1218,9200,2018,71478.0,2,dark purple
1219,17700,2017,119520.0,0,pink
1220,18300,2020,10882.0,1,purple
1221,43500,2019,29010.0,1,purple
1222,15200,2016,69003.0,2,dark purple
1223,36200,2019,16207.0,1,purple
1224,21900,2018,29748.0,1,purple
1225,20700,2019,25582.0,1,purple
1226,12300,2019,24520.0,1,purple
1227,4200,2016,104383.0,2,dark purple
1228,19500,2019,34164.0,1,purple
1229,14300,2020,6975.0,1,purple
1230,13700,2016,67150.0,2,dark purple
1231,13200,2015,100820.0,2,dark purple
1232,6200,2014,142286.0,0,pink
1233,6500,2015,60015.0,2,dark purple
1234,1500,2013,126381.0,0,pink
1235,2200,2013,128753.0,0,pink
1236,4200,2013,0.0,1,purple
1237,8700,2013,64598.0,2,dark purple
1238,3200,2012,111532.0,0,pink
1239,9000,2012,149346.0,0,pink
1240,20000,2018,43567.0,1,purple
1241,33000,2017,36004.0,1,purple
1242,23300,2019,10935.0,1,purple
1243,8750,2017,150484.0,0,pink
1244,11975,2012,122014.0,0,pink
1245,23600,2019,19363.0,1,purple
1246,12000,2016,42902.0,1,purple
1247,30900,2018,401.0,1,purple
1248,23900,2019,11077.0,1,purple
1249,40400,2018,34100.0,1,purple
1250,38000,2019,30018.0,1,purple
1251,27000,2019,18279.0,1,purple
1252,24000,2019,7373.0,1,purple
1253,30000,2019,2590.0,1,purple
1254,16200,2019,41662.0,1,purple
1255,30000,2019,15019.0,1,purple
1256,23900,2019,9420.0,1,purple
1257,13800,2018,41864.0,1,purple
1258,23700,2019,16829.0,1,purple
1259,24300,2018,6290.0,1,purple
1260,54900,2019,14393.0,1,purple
1261,22500,2018,14599.0,1,purple
1262,39000,2018,25839.0,1,purple
1263,13900,2018,60715.0,2,dark purple
1264,24700,2018,23350.0,1,purple
1265,20100,2018,62386.0,2,dark purple
1266,22000,2018,6248.0,1,purple
1267,38200,2019,878.0,1,purple
1268,24400,2018,49710.0,1,purple
1269,35000,2018,2042.0,1,purple
1270,18600,2019,7742.0,1,purple
1271,22700,2018,39733.0,1,purple
1272,38000,2018,33701.0,1,purple
1273,17000,2014,67542.0,2,dark purple
1274,17500,2017,35095.0,1,purple
1275,23200,2019,8652.0,1,purple
1276,30700,2017,51107.0,1,purple
1277,23500,2019,14987.0,1,purple
1278,26400,2017,28252.0,1,purple
1279,23500,2019,16009.0,1,purple
1280,38000,2017,47866.0,1,purple
1281,23600,2019,11004.0,1,purple
1282,19300,2017,42895.0,1,purple
1283,23200,2019,9490.0,1,purple
1284,13800,2017,39027.0,1,purple
1285,23600,2019,13466.0,1,purple
1286,23200,2019,8737.0,1,purple
1287,40000,2017,23960.0,1,purple
1288,23400,2019,5562.0,1,purple
1289,23600,2019,13763.0,1,purple
1290,23000,2019,10444.0,1,purple
1291,25500,2017,41696.0,1,purple
1292,23500,2019,15787.0,1,purple
1293,29900,2017,9167.0,1,purple
1294,23200,2019,17541.0,1,purple
1295,50500,2017,24686.0,1,purple
1296,23400,2019,15210.0,1,purple
1297,24500,2017,54601.0,2,dark purple
1298,49000,2017,2205.0,1,purple
1299,25400,2017,35691.0,1,purple
1300,23000,2017,32788.0,1,purple
1301,6000,2012,180471.0,0,pink
1302,22400,2016,42925.0,1,purple
1303,22500,2016,37385.0,1,purple
1304,25200,2019,15415.0,1,purple
1305,36000,2016,20047.0,1,purple
1306,26700,2019,16884.0,1,purple
1307,30500,2016,57936.0,2,dark purple
1308,26700,2019,15244.0,1,purple
1309,25000,2019,19842.0,1,purple
1310,35200,2016,38830.0,1,purple
1311,30300,2019,31899.0,1,purple
1312,25000,2016,69305.0,2,dark purple
1313,26500,2016,46098.0,1,purple
1314,21600,2019,29457.0,1,purple
1315,18800,2016,30765.0,1,purple
1316,21500,2019,29096.0,1,purple
1317,9000,2016,40437.0,1,purple
1318,16700,2015,69004.0,2,dark purple
1319,16800,2015,65179.0,2,dark purple
1320,15700,2015,75862.0,2,dark purple
1321,16800,2015,68319.0,2,dark purple
1322,19500,2015,80354.0,2,dark purple
1323,20500,2015,51441.0,1,purple
1324,17400,2015,70954.0,2,dark purple
1325,17500,2014,92500.0,2,dark purple
1326,26000,2014,66367.0,2,dark purple
1328,5000,2013,202565.0,0,pink
1329,40200,2019,26484.0,1,purple
1330,54000,2013,703.0,1,purple
1332,32500,2017,28007.0,1,purple
1333,25500,2019,11251.0,1,purple
1335,44000,2019,10763.0,1,purple
1338,35000,2019,26451.0,1,purple
1344,22500,2014,43646.0,1,purple
1345,8300,2014,71989.0,2,dark purple
1346,8300,2012,138328.0,0,pink
1347,21000,2013,95386.0,2,dark purple
1348,19300,2019,23740.0,1,purple
1349,16400,2019,36064.0,1,purple
1350,27300,2019,18805.0,1,purple
1351,26400,2012,151035.0,0,pink
1352,35100,2019,10099.0,1,purple
1353,41500,2018,9800.0,1,purple
1354,34100,2019,10483.0,1,purple
1355,28600,2019,17544.0,1,purple
1356,34100,2019,10167.0,1,purple
1357,28700,2019,11457.0,1,purple
1358,24700,2019,26590.0,1,purple
1359,46500,2019,35346.0,1,purple
1360,29000,2019,12953.0,1,purple
1361,25500,2019,26693.0,1,purple
1362,39500,2019,25071.0,1,purple
1363,33100,2019,33538.0,1,purple
1364,30500,2019,9915.0,1,purple
1365,3600,2018,0.0,1,purple
1366,16800,2019,9910.0,1,purple
1367,24000,2019,16765.0,1,purple
1369,55000,2017,43964.0,1,purple
1370,28800,2019,40785.0,1,purple
1371,26800,2015,108998.0,2,dark purple
1372,36000,2018,58576.0,2,dark purple
1373,20000,2018,55475.0,2,dark purple
1374,46700,2019,35929.0,1,purple
1375,42800,2019,21669.0,1,purple
1376,21800,2018,16079.0,1,purple
1377,18800,2018,41147.0,1,purple
1378,18800,2018,45798.0,1,purple
1379,30200,2018,21703.0,1,purple
1380,27500,2018,22284.0,1,purple
1381,37500,2018,24567.0,1,purple
1382,19100,2018,30594.0,1,purple
1383,17100,2018,52747.0,1,purple
1384,13500,2018,21592.0,1,purple
1385,54500,2018,19853.0,1,purple
1386,9000,2018,25201.0,1,purple
1387,16400,2020,10351.0,1,purple
1388,17000,2020,1117.0,1,purple
1389,24800,2017,37279.0,1,purple
1390,26800,2017,30113.0,1,purple
1391,19400,2017,27570.0,1,purple
1392,20000,2017,45188.0,1,purple
1393,7000,2012,149712.0,0,pink
1394,25100,2017,25030.0,1,purple
1395,2000,2013,105743.0,2,dark purple
1396,18200,2020,9861.0,1,purple
1397,14200,2018,1751.0,1,purple
1399,2000,2016,52883.0,2,dark purple
1400,26500,2020,122.0,1,purple
1401,34300,2019,28534.0,1,purple
1402,43500,2017,80699.0,2,dark purple
1403,3500,2016,72851.0,2,dark purple
1404,37200,2019,24078.0,1,purple
1405,12800,2017,38639.0,1,purple
1406,15000,2013,146807.0,0,pink
1407,12500,2017,31871.0,1,purple
1408,21500,2017,76876.0,2,dark purple
1409,17300,2019,28070.0,1,purple
1410,27000,2017,3189.0,1,purple
1411,31800,2017,28359.0,1,purple
1412,13000,2017,42890.0,1,purple
1413,31800,2017,29328.0,1,purple
1414,46300,2016,47531.0,1,purple
1415,6000,2015,57345.0,2,dark purple
1416,22800,2016,67546.0,2,dark purple
1417,45000,2019,18153.0,1,purple
1418,49500,2019,17689.0,1,purple
1419,3000,2012,137171.0,0,pink
1420,20000,2015,63445.0,2,dark purple
1421,25300,2019,26422.0,1,purple
1422,4000,2015,149319.0,0,pink
1423,45500,2019,18767.0,1,purple
1424,9100,2018,38289.0,1,purple
1425,48000,2019,22960.0,1,purple
1426,47000,2019,17263.0,1,purple
1427,49500,2019,16981.0,1,purple
1428,31200,2019,13058.0,1,purple
1429,18500,2014,45887.0,1,purple
1430,15500,2019,21740.0,1,purple
1431,30500,2019,17707.0,1,purple
1432,45500,2019,19121.0,1,purple
1433,31500,2019,18856.0,1,purple
1434,11000,2013,84752.0,2,dark purple
1435,46500,2019,19555.0,1,purple
1436,31500,2019,16340.0,1,purple
1437,32000,2018,17242.0,1,purple
1438,23900,2019,28733.0,1,purple
1439,31500,2019,16019.0,1,purple
1440,18500,2016,75580.0,2,dark purple
1441,1500,2013,113444.0,0,pink
1442,46000,2019,19227.0,1,purple
1443,31500,2019,13633.0,1,purple
1444,14700,2015,37739.0,1,purple
1445,2700,2013,103541.0,2,dark purple
1446,47500,2019,24072.0,1,purple
1447,31500,2019,17657.0,1,purple
1448,8900,2014,77392.0,2,dark purple
1449,7000,2019,11930.0,1,purple
1450,49000,2019,19731.0,1,purple
1451,31500,2019,15581.0,1,purple
1452,8900,2014,70181.0,2,dark purple
1453,48000,2019,16143.0,1,purple
1454,50000,2019,17995.0,1,purple
1455,47300,2019,23926.0,1,purple
1456,45000,2017,57929.0,2,dark purple
1457,49000,2019,20758.0,1,purple
1458,40200,2019,10028.0,1,purple
1459,48000,2019,21051.0,1,purple
1460,5000,2015,136307.0,0,pink
1461,8200,2013,105880.0,2,dark purple
1462,49000,2019,19985.0,1,purple
1463,4000,2015,102590.0,2,dark purple
1464,39000,2019,27612.0,1,purple
1465,29000,2015,90855.0,2,dark purple
1466,46500,2019,19936.0,1,purple
1467,7805,2015,64495.0,2,dark purple
1468,22000,2018,39477.0,1,purple
1469,18800,2019,25698.0,1,purple
1470,33000,2015,73849.0,2,dark purple
1471,39500,2019,25422.0,1,purple
1472,16900,2015,47866.0,1,purple
1473,42500,2019,31236.0,1,purple
1474,39500,2019,26755.0,1,purple
1475,25500,2018,49177.0,1,purple
1476,49500,2019,20749.0,1,purple
1477,25000,2018,15003.0,1,purple
1478,40000,2019,12247.0,1,purple
1479,26000,2018,0.0,1,purple
1480,29500,2019,10808.0,1,purple
1481,23000,2019,11263.0,1,purple
1482,25500,2018,42307.0,1,purple
1483,44500,2019,17484.0,1,purple
1484,15600,2019,37106.0,1,purple
1485,23100,2019,9539.0,1,purple
1486,37000,2019,2384.0,1,purple
1487,14500,2019,20590.0,1,purple
1488,23000,2019,13896.0,1,purple
1489,26500,2019,9451.0,1,purple
1490,18000,2017,31657.0,1,purple
1491,35700,2019,33907.0,1,purple
1492,31000,2019,10028.0,1,purple
1493,2000,2013,175640.0,0,pink
1494,40400,2019,30770.0,1,purple
1495,43600,2019,15141.0,1,purple
1496,22600,2019,18431.0,1,purple
1497,26000,2019,9604.0,1,purple
1498,23200,2019,9516.0,1,purple
1499,29000,2019,9718.0,1,purple
1500,22800,2019,16506.0,1,purple
1501,3450,2015,192108.0,0,pink
1502,31000,2019,11028.0,1,purple
1503,22900,2019,11313.0,1,purple
1504,3000,2014,141595.0,0,pink
1505,28000,2019,12886.0,1,purple
1506,23200,2019,9556.0,1,purple
1507,27000,2019,13269.0,1,purple
1508,22800,2019,16770.0,1,purple
1509,31500,2019,13526.0,1,purple
1510,23400,2019,16391.0,1,purple
1511,28000,2019,11437.0,1,purple
1512,23400,2019,17964.0,1,purple
1513,28000,2018,5440.0,1,purple
1514,24900,2019,13035.0,1,purple
1515,23500,2019,15759.0,1,purple
1516,36000,2018,30002.0,1,purple
1517,28700,2019,13673.0,1,purple
1518,16000,2018,24480.0,1,purple
1519,31000,2019,13230.0,1,purple
1520,16500,2017,137789.0,0,pink
1521,28500,2019,13516.0,1,purple
1522,10800,2017,81660.0,2,dark purple
1523,28500,2019,11763.0,1,purple
1524,25000,2017,34165.0,1,purple
1525,31000,2019,13458.0,1,purple
1526,7800,2016,104867.0,2,dark purple
1527,28500,2019,14004.0,1,purple
1528,9500,2016,69829.0,2,dark purple
1529,28500,2019,13405.0,1,purple
1530,14500,2016,96151.0,2,dark purple
1531,25000,2019,12688.0,1,purple
1532,14500,2016,116519.0,0,pink
1533,28500,2019,12260.0,1,purple
1534,12100,2016,29367.0,1,purple
1535,29400,2019,18982.0,1,purple
1536,24700,2019,23795.0,1,purple
1537,8700,2016,76572.0,2,dark purple
1538,29500,2019,15964.0,1,purple
1539,25800,2019,28117.0,1,purple
1540,17500,2016,116730.0,0,pink
1541,23900,2019,21055.0,1,purple
1542,22900,2019,27794.0,1,purple
1543,19500,2016,56995.0,2,dark purple
1544,29500,2019,16625.0,1,purple
1545,24500,2019,27689.0,1,purple
1546,11000,2016,39851.0,1,purple
1547,22400,2019,31727.0,1,purple
1548,15700,2019,31586.0,1,purple
1549,11000,2015,33717.0,1,purple
1550,28000,2019,18418.0,1,purple
1551,13500,2019,39013.0,1,purple
1552,7300,2013,125451.0,0,pink
1553,25100,2019,21346.0,1,purple
1554,24100,2019,21150.0,1,purple
1555,6500,2014,103862.0,2,dark purple
1556,10500,2019,22001.0,1,purple
1557,16900,2019,31261.0,1,purple
1558,6000,2013,140870.0,0,pink
1559,28500,2019,14358.0,1,purple
1560,16200,2019,41672.0,1,purple
1561,6500,2013,95655.0,2,dark purple
1562,24500,2019,19493.0,1,purple
1563,16500,2019,36956.0,1,purple
1565,10400,2019,13085.0,1,purple
1566,22800,2018,36124.0,1,purple
1567,26500,2019,19147.0,1,purple
1568,23800,2019,24993.0,1,purple
1569,24700,2018,41127.0,1,purple
1570,12400,2019,32365.0,1,purple
1571,16600,2019,27774.0,1,purple
1572,11200,2015,105027.0,2,dark purple
1573,15900,2019,27806.0,1,purple
1574,7700,2015,54198.0,2,dark purple
1575,15100,2019,30181.0,1,purple
